t_s,delta_road_rad,yaw_rate_meas_rads,yaw_rate_resid_rads,yaw_rate_pred_rads
3.94,-0.00261905,-0.000808244,0.00806009,0.003916227612298321
3.96,-0.0022305,-7.54822e-05,0.00744728,0.00526187586483135
3.98,-0.00183884,0.00145353,0.00766915,0.006568949813166746
4.0,-0.0012051,0.00399171,0.00805587,0.008720407870898304
4.02,-0.000485038,0.00638268,0.00801599,0.011151279855882643
4.04,-9.929e-05,0.00609671,0.00643017,0.012451140079856239
4.06,0.000271179,0.00769791,0.00678961,0.013692890431929956
4.08,0.000307999,0.00910453,0.00807176,0.013817360354963166
4.1,0.000205333,0.0101749,0.00948754,0.013471966992840843
4.12,3.78995e-05,0.0113262,0.0111997,0.012911021670109405
4.14,-0.000102666,0.0117149,0.0120565,0.01244299055288185
4.16,-0.000269795,0.0119488,0.0128458,0.011887634438193698
4.18,-0.000307999,0.0115021,0.0125252,0.011761541281068448
4.2,-0.000307999,0.0133866,0.0144091,0.011762098651930578
4.22,-0.000205333,0.0137485,0.0144313,0.012101832298816366
4.24,-0.000205333,0.0135017,0.0141843,0.012102011896382563
4.26,-0.000205333,0.0130817,0.0137635,0.012102840384772223
4.28,-0.000205333,0.0117587,0.0124398,0.0121035450127714
4.3,-0.000270595,0.0100915,0.0109874,0.011888676400522848
4.32,-0.000307999,0.00828012,0.00929717,0.01176753921084591
4.34,-0.000410666,0.0067039,0.00805962,0.0114288698394176
4.36,-0.000513332,0.0068,0.0084918,0.011092792764762903
4.38,-0.000567474,0.00658906,0.00845888,0.010914768305180468
4.4,-0.000615999,0.00631884,0.00834917,0.010754261299098698
4.42,-0.000615999,0.00751969,0.00954894,0.010755345077637254
4.44,-0.000615999,0.00910586,0.0111317,0.010758724402337477
4.46,-0.000615999,0.00968134,0.0117001,0.010765829860870258
4.48,-0.000615999,0.00949452,0.0115085,0.010770602615120051
4.5,-0.000615999,0.00972158,0.0117295,0.0107766924183367
4.52,-0.000615999,0.0105262,0.0125283,0.010782447798461452
4.54,-0.000615999,0.0108,0.0128014,0.010783199218248184
4.56,-0.000615999,0.0101238,0.0121183,0.010790089985413328
4.58,-0.000615999,0.0092,0.0111915,0.010793116307960992
4.6,-0.00064358,0.00877015,0.010849,0.01070576935761194
4.62,-0.000718665,0.00721654,0.00952781,0.010473321600118324
4.64,-0.000718665,0.00629745,0.00860469,0.010477353253660938
4.66,-0.000763186,0.00593981,0.00838799,0.010336420662064532
4.68,-0.000821331,0.0049855,0.00761602,0.010154079386337294
4.7,-0.00086472,0.00431548,0.00708035,0.010019717195702577
4.72,-0.000923998,0.00491373,0.00786465,0.009833666877103965
4.74,-0.000923998,0.006305,0.00924314,0.009846446169433865
4.76,-0.000923998,0.00688649,0.00981603,0.00985505136773403
4.78,-0.000923998,0.0076,0.0105232,0.009861362052921414
4.8,-0.000923998,0.00775408,0.0106777,0.009860990471850517
4.82,-0.000883473,0.00855789,0.0113448,0.009997646931431662
4.84,-0.000821331,0.00944698,0.0120298,0.010201806875420577
4.86,-0.000821331,0.00992234,0.0124982,0.010208685248847287
4.88,-0.000821331,0.0096,0.012172,0.010212560698941246
4.9,-0.000821331,0.0104504,0.0130167,0.01021828854812131
4.92,-0.000923998,0.0115194,0.0143951,0.009908955395085343
4.94,-0.000923998,0.0105743,0.0134458,0.009913104717043682
4.96,-0.000923998,0.0103373,0.0131962,0.00992569512232921
4.98,-0.000923998,0.0108,0.013643,0.009941546151511847
5.0,-0.000923998,0.00984618,0.0126796,0.009951207259355143
5.02,-0.00102666,0.0086048,0.0117488,0.009640645631439886
5.04,-0.00102666,0.00663768,0.00977801,0.009644271971990118
5.06,-0.00102666,0.00591522,0.00904016,0.009659668436849969
5.08,-0.00102666,0.0058,0.00891748,0.009667127550998831
5.1,-0.00102666,0.0062,0.00930475,0.009679854148432707
5.12,-0.00102666,0.00665219,0.00975747,0.009679327744159286
5.14,-0.00102666,0.00810358,0.0112003,0.00968786031015983
5.16,-0.00112933,0.0104534,0.0138456,0.009392427558449221
5.18,-0.00112933,0.0125918,0.0159713,0.00940503034162204
5.2,-0.00112933,0.0139166,0.0172863,0.009414889275605583
5.22,-0.00112933,0.0132473,0.0166012,0.009430648431500963
5.24,-0.00112933,0.013,0.0163441,0.009440511150104077
5.26,-0.00112933,0.0123503,0.0156766,0.009458268585133166
5.28,-0.00112933,0.0107081,0.0140257,0.009467056471777997
5.3,-0.00112933,0.00944664,0.0127578,0.00947347897119069
5.32,-0.00112933,0.00916281,0.0124652,0.009482217657781095
5.34,-0.00111405,0.00991906,0.013162,0.0095416799043975
5.36,-0.00112933,0.0108,0.0140711,0.009513512677017142
5.38,-0.00112933,0.0105282,0.0137932,0.009519530222135697
5.4,-0.00112933,0.0106836,0.0139458,0.009522406533009974
5.42,-0.00112933,0.0105254,0.0137761,0.009533923130365796
5.44,-0.00112933,0.0100499,0.0132856,0.009548951854683893
5.46,-0.00112933,0.00810049,0.0113237,0.009561429745410856
5.48,-0.00112933,0.0065563,0.00976476,0.009576136777065383
5.5,-0.00112933,0.00453337,0.00772964,0.009588319467465776
5.52,-0.00112933,0.00272047,0.00590807,0.009596997600143035
5.54,-0.00112933,0.00234899,0.00552657,0.009607011703529006
5.56,-0.00116896,0.00298597,0.00626829,0.009502254895667785
5.58,-0.001232,0.00486981,0.00831457,0.009339822254319563
5.6,-0.001232,0.00676944,0.0101991,0.009354966283429276
5.62,-0.001232,0.00852456,0.0119362,0.009372897177219754
5.64,-0.001232,0.00987601,0.0132858,0.009374825274710005
5.66,-0.001232,0.011,0.0144008,0.009383776271195788
5.68,-0.001232,0.0109392,0.0143293,0.009394477831569936
5.7,-0.001232,0.0129049,0.0162846,0.009404915155885464
5.72,-0.001232,0.0135165,0.0168864,0.009414733176938597
5.74,-0.001232,0.013,0.016347,0.00943761849682822
5.76,-0.001232,0.0130746,0.0164088,0.009450334857149353
5.78,-0.001232,0.0127989,0.0161255,0.00945803898973352
5.8,-0.001232,0.0116604,0.0149687,0.009476287792532028
5.82,-0.001232,0.0108858,0.0141863,0.009484033212000354
5.84,-0.001232,0.0113274,0.0146163,0.009495750429724826
5.86,-0.001232,0.0110309,0.0143025,0.009512962931730928
5.88,-0.001232,0.00974698,0.013006,0.009525613233037406
5.9,-0.001232,0.0093552,0.0126003,0.009539473240049758
5.92,-0.001232,0.0098,0.0130366,0.00954796595212137
5.94,-0.001232,0.0094351,0.0126612,0.009558510622335713
5.96,-0.001232,0.00871809,0.0119309,0.009571813256411911
5.98,-0.001232,0.00852735,0.0117238,0.00958813396172017
6.0,-0.001232,0.00832141,0.011511,0.009595004099244313
6.02,-0.001232,0.00804457,0.0112185,0.009610606412768195
6.04,-0.00135981,0.00645708,0.00994655,0.009295124695024887
6.06,-0.00168537,0.00358404,0.00789912,0.008469511234402875
6.08,-0.00174533,0.00271374,0.00715607,0.008342262005530319
6.1,-0.00189152,0.00405436,0.00884972,0.007989229538196554
6.12,-0.00195066,0.00463716,0.00956762,0.007854143678111596
6.14,-0.00205333,0.00388759,0.00906014,0.007612038708286329
6.16,-0.00215599,0.00434256,0.00974357,0.007383598910336527
6.18,-0.00215599,0.00594263,0.0113191,0.007408142842568081
6.2,-0.00215599,0.0075575,0.0129222,0.007419898208402858
6.22,-0.00215599,0.00807437,0.013432,0.007426935532510463
6.24,-0.00215599,0.0080834,0.0134087,0.0074593187836914515
6.26,-0.00209194,0.00735044,0.0125046,0.007630449561735845
6.28,-0.00215599,0.00845397,0.0137415,0.007497041441972565
6.3,-0.00234371,0.009,0.0147243,0.007060275488640739
6.32,-0.00278329,0.009622,0.0163705,0.006036095787548511
6.34,-0.00332127,0.011,0.0190315,0.004753034062131413
6.36,-0.00417289,0.0109177,0.0209652,0.0027371557346901956
6.38,-0.00511397,0.0108,0.0230323,0.0005523298560279541
6.4,-0.0058277,0.0100946,0.0239639,-0.0010847279133499796
6.42,-0.00634689,0.00754359,0.0225815,-0.0022533349548349603
6.44,-0.00657065,0.00418901,0.0197133,-0.0027397374473998124
6.46,-0.00671457,-0.000925098,0.0147661,-0.002906606887817397
6.48,-0.00701788,-0.00652603,0.00977765,-0.003519098456643612
6.5,-0.00727528,-0.010977,0.00582348,-0.004015870254562922
6.52,-0.00764254,-0.0136643,0.00392528,-0.004804988246546056
6.54,-0.00784764,-0.0141562,0.00379458,-0.00516617330785288
6.56,-0.00815285,-0.0137178,0.00483415,-0.00576734910223658
6.58,-0.00838811,-0.012519,0.00641065,-0.006145009395892529
6.6,-0.00871467,-0.010535,0.00907718,-0.006827561135403152
6.62,-0.0090136,-0.00928198,0.0108688,-0.0073661511074886565
6.64,-0.0093966,-0.0080949,0.0127646,-0.008074866518441264
6.66,-0.00987945,-0.00751809,0.0143812,-0.009114727816234286
6.68,-0.0104446,-0.00732663,0.0157444,-0.01028642079657246
6.7,-0.0108587,-0.0083069,0.0154769,-0.010999077746280882
6.72,-0.011273,-0.0100011,0.0146104,-0.011826873912985257
6.74,-0.0116271,-0.0116014,0.0136358,-0.012452494194011012
6.76,-0.0118066,-0.013518,0.0120126,-0.012745912244698928
6.78,-0.0118427,-0.0152814,0.0100723,-0.012568978877022867
6.8,-0.0119093,-0.016291,0.00902078,-0.012527178318768968
6.82,-0.0119093,-0.0167576,0.00837278,-0.012345736504042212
6.84,-0.0118066,-0.0166542,0.00827173,-0.01214119155946806
6.86,-0.0118066,-0.0152394,0.0094569,-0.011911616906866514
6.88,-0.0118066,-0.0149282,0.00964564,-0.011789113783037762
6.9,-0.011704,-0.0147134,0.00950685,-0.011435712665158504
6.92,-0.011704,-0.0144,0.00964229,-0.011257751965457702
6.94,-0.011704,-0.0136668,0.0102577,-0.011139961359065484
6.96,-0.0118066,-0.0124296,0.011542,-0.011187004598508675
6.98,-0.0119827,-0.0122,0.0119484,-0.011363911472959896
7.0,-0.0122566,-0.0123234,0.012153,-0.011691674106419967
7.02,-0.0126435,-0.0122768,0.0127743,-0.01226642159834304
7.04,-0.0131213,-0.013161,0.0127273,-0.013103757325966572
7.06,-0.0137842,-0.0145682,0.0124455,-0.014229160576565371
7.08,-0.0145043,-0.0154552,0.0127953,-0.015465872898213938
7.1,-0.0153209,-0.0166459,0.0130369,-0.016898276106698286
7.12,-0.0160676,-0.0176254,0.0133001,-0.01814098259747058
7.14,-0.0168164,-0.0190656,0.0130911,-0.01937208216622078
7.16,-0.0176274,-0.0211088,0.012301,-0.020625212055997502
7.18,-0.0182712,-0.0236509,0.0106913,-0.02155763410147364
7.2,-0.018812,-0.0264114,0.00882425,-0.022451085315763862
7.22,-0.0192392,-0.027042,0.00881165,-0.023069087965443852
7.24,-0.0195367,-0.0265413,0.00966695,-0.023423600456984453
7.26,-0.0197533,-0.0251973,0.0111868,-0.023599508246364857
7.28,-0.0198146,-0.0235284,0.0126069,-0.02335063788795523
7.3,-0.0198146,-0.0233224,0.0124495,-0.02298730053479872
7.32,-0.0196668,-0.022888,0.012395,-0.02249839856483931
7.34,-0.019603,-0.0234182,0.0114396,-0.022073204240800698
7.36,-0.0194666,-0.0243561,0.0101506,-0.021722095884613143
7.38,-0.0193013,-0.0247402,0.00910743,-0.021063055214772412
7.4,-0.0193013,-0.0245376,0.00911017,-0.020863225722038754
7.42,-0.0193013,-0.0228865,0.0106001,-0.020702081252501836
7.44,-0.0193277,-0.0204309,0.0127892,-0.02043552997339715
7.46,-0.0196093,-0.0191127,0.0144133,-0.020741421073040632
7.48,-0.0197766,-0.0192629,0.0142365,-0.020714865962075266
7.5,-0.0200607,-0.0199334,0.0136716,-0.020820444229117663
7.52,-0.0204515,-0.0202802,0.013667,-0.02116263887029437
7.54,-0.0209957,-0.0208719,0.0137656,-0.021852987938013928
7.56,-0.0215394,-0.0217201,0.0134897,-0.022425138848722062
7.58,-0.0220799,-0.0236969,0.0122175,-0.02312979039562687
7.6,-0.0227165,-0.0262957,0.0103028,-0.023813842347851062
7.62,-0.0233251,-0.0273591,0.0100132,-0.024587681392514868
7.64,-0.0239117,-0.0295079,0.00849402,-0.025217331244770123
7.66,-0.0245507,-0.0302754,0.00849918,-0.025989937210912112
7.68,-0.0250469,-0.0306,0.0085215,-0.02633687386722773
7.7,-0.0255846,-0.030334,0.00935664,-0.026906176096688973
7.72,-0.026092,-0.0296475,0.010348,-0.027210910388715592
7.74,-0.0265399,-0.030472,0.00997402,-0.02766134037887913
7.76,-0.0269401,-0.0310809,0.00950268,-0.02779896582482027
7.78,-0.0272426,-0.0303899,0.0103882,-0.027993625982984716
7.8,-0.0274583,-0.0289285,0.0118935,-0.028037497227469677
7.82,-0.0276628,-0.0285113,0.0122925,-0.028019267544960348
7.84,-0.0278226,-0.0286516,0.0118608,-0.02772788331884774
7.86,-0.0278226,-0.0296006,0.0104403,-0.027256250596627035
7.88,-0.0278226,-0.0309435,0.00850921,-0.026668131959821866
7.9,-0.0278226,-0.0317312,0.00747571,-0.026422289789409817
7.92,-0.0278226,-0.0325545,0.0063598,-0.026129722684484685
7.94,-0.0278226,-0.0329217,0.00543567,-0.025572754004021557
7.96,-0.0279702,-0.0320503,0.00634217,-0.025607863363765977
7.98,-0.0281636,-0.0316,0.00658163,-0.025396995895731182
8.0,-0.0284163,-0.0309388,0.00699025,-0.025144521180066638
8.02,-0.0287867,-0.0292098,0.00868378,-0.025109036442395198
8.04,-0.0291192,-0.0273721,0.0106436,-0.025231196939932525
8.06,-0.0295447,-0.0274,0.0107643,-0.0253797688926111
8.08,-0.0299461,-0.027195,0.0110218,-0.025432294345084462
8.1,-0.0304757,-0.0266725,0.011592,-0.02547987424404216
8.12,-0.0308777,-0.0288063,0.00949388,-0.025515513616520477
8.14,-0.0311345,-0.0307571,0.00744626,-0.02541884848600734
8.16,-0.03156,-0.030158,0.00809255,-0.025465944952000254
8.18,-0.0318266,-0.0288702,0.00897895,-0.02506451083041409
8.2,-0.0319693,-0.0286688,0.0088694,-0.02475355452465492
8.22,-0.0321346,-0.0271649,0.0102041,-0.02458441970175354
8.24,-0.0321346,-0.0270223,0.00967753,-0.02391532878572839
8.26,-0.0321346,-0.0272,0.00880205,-0.023217474824367756
8.28,-0.0321346,-0.0278508,0.00767695,-0.022743153893236098
8.3,-0.0320319,-0.0282,0.00660208,-0.022017453037988063
8.32,-0.0319901,-0.0281322,0.00616352,-0.021511188184146927
8.34,-0.0318266,-0.0273859,0.00615534,-0.02075665271845
8.36,-0.0317239,-0.0269541,0.00587008,-0.02003960525213956
8.38,-0.0316213,-0.0257423,0.0064246,-0.019382362654265253
8.4,-0.0314782,-0.023207,0.00821377,-0.018636049724312737
8.42,-0.0313753,-0.0215627,0.00915919,-0.017937322582288633
8.44,-0.0312821,-0.0204159,0.00961383,-0.0172451159850601
8.46,-0.0311744,-0.0177177,0.0117286,-0.016661665954233115
8.48,-0.0310053,-0.0163389,0.012492,-0.016046378882237707
8.5,-0.0308608,-0.0166442,0.011647,-0.01550659495432302
8.52,-0.0307587,-0.0180409,0.00975718,-0.015013484036058641
8.54,-0.0305664,-0.0199551,0.0070643,-0.014234829195848614
8.56,-0.0303443,-0.0221503,0.0040514,-0.013417169461949976
8.58,-0.0301485,-0.0236072,0.0019092,-0.012731860577690267
8.6,-0.0300346,-0.0242729,0.000593621,-0.012081950912229125
8.62,-0.0299341,-0.0229931,0.00125102,-0.011459538730612439
8.64,-0.0297733,-0.0204299,0.0032882,-0.010933496235884339
8.66,-0.0296265,-0.0164273,0.00671731,-0.010360038185558482
8.68,-0.0295318,-0.0138476,0.00866899,-0.009732032861291434
8.7,-0.0294653,-0.0119581,0.00998571,-0.009159186812368708
8.72,-0.0294653,-0.0106357,0.0108269,-0.008677965294205855
8.74,-0.0294653,-0.00994974,0.0109936,-0.008158716213544496
8.76,-0.0294653,-0.00968437,0.0108393,-0.007739128978496093
8.78,-0.0294653,-0.0100669,0.0100408,-0.007323097567473532
8.8,-0.0294653,-0.0114402,0.00820357,-0.00685916130499181
8.82,-0.0294653,-0.0131515,0.00598255,-0.006349493194622283
8.84,-0.0294653,-0.0147805,0.00410096,-0.00609693091589847
8.86,-0.0294653,-0.0158871,0.00222961,-0.005332132431675357
8.88,-0.0294653,-0.0161303,0.00159138,-0.0049370408732493706
8.9,-0.0294653,-0.0151702,0.00201207,-0.004397740895997896
8.92,-0.0294262,-0.0133433,0.0032844,-0.0038430507440513854
8.94,-0.0293393,-0.0108371,0.0053987,-0.0034512662258926654
8.96,-0.0291573,-0.00707662,0.00851308,-0.0028051050446575403
8.98,-0.0290212,-0.00433992,0.0106733,-0.0022286588381230654
9.0,-0.0288051,-0.0022558,0.0122924,-0.0017635926996974072
9.02,-0.0284965,-0.00168719,0.0122858,-0.0011883948826033365
9.04,-0.0282088,-0.00209537,0.0113345,-0.0006452800858374064
9.06,-0.0278461,-0.00267708,0.0100941,1.3332864904182576e-05
9.08,-0.0275453,-0.00374013,0.00845563,0.0005888365247261208
9.1,-0.0272229,-0.00493641,0.0066928,0.0011554257275965905
9.12,-0.0268555,-0.00636798,0.00470249,0.0017141179602442585
9.14,-0.0266269,-0.00686464,0.00373555,0.002184421352682332
9.16,-0.0263085,-0.00747475,0.00256018,0.002749693900666525
9.18,-0.026043,-0.00719978,0.00228977,0.0032950808034715225
9.2,-0.0257853,-0.00489362,0.00418778,0.0037031997750869104
9.22,-0.0255639,-0.00241333,0.00633771,0.004033562209805809
9.24,-0.0254613,-2.15411e-05,0.00822321,0.004539835307452679
9.26,-0.0254613,0.00219642,0.0100239,0.004957067574835643
9.28,-0.0254613,0.00406798,0.0117357,0.005116892249015007
9.3,-0.0254613,0.0053714,0.01262,0.00553597649238435
9.32,-0.0255066,0.00608838,0.0129948,0.00587815812220334
9.34,-0.0255688,0.00640946,0.0133039,0.005890157166833566
9.36,-0.0257114,0.00625115,0.0126909,0.006344795039689749
9.38,-0.0258719,0.00427153,0.0106395,0.006416578288902798
9.4,-0.0260178,0.00266311,0.00857407,0.006873644183958631
9.42,-0.0261193,0.00131807,0.00713197,0.006970702896122152
9.44,-0.0262826,0.0012,0.00655934,0.007425258505950451
9.46,-0.0263853,0.0012,0.0065152,0.007469383491985095
9.48,-0.0264879,0.0010659,0.00611093,0.007739563437286019
9.5,-0.0265906,0.00185014,0.006648,0.007986728649083308
9.52,-0.0265906,0.00284653,0.00754502,0.008086101467617783
9.54,-0.0265906,0.00398007,0.00832535,0.008439312163903026
9.56,-0.0265906,0.00515804,0.009268,0.0086746374087633
9.58,-0.0265906,0.00659358,0.0106327,0.008745470289639923
9.6,-0.0265906,0.00854467,0.0122483,0.009080917058457302
9.62,-0.0265906,0.00947768,0.0129265,0.009335797775903874
9.64,-0.0265906,0.0096,0.0128651,0.00951947125976251
9.66,-0.0265906,0.0096,0.0127985,0.009586141695015704
9.68,-0.0264879,0.00915887,0.012134,0.0098094413589098
9.7,-0.0264879,0.00807545,0.010829,0.010031071933871077
9.72,-0.0264879,0.0082,0.010681,0.010303639717731997
9.74,-0.0264879,0.00814911,0.0104543,0.010479447225736495
9.76,-0.0264879,0.00772137,0.0098963,0.010609671392187783
9.78,-0.0264513,0.00692865,0.00900642,0.010706813064905573
9.8,-0.0263853,0.0068784,0.00886142,0.010801566191460575
9.82,-0.0263853,0.0080388,0.00985551,0.010967883464163719
9.84,-0.0263582,0.00935794,0.0110362,0.011106351633424171
9.86,-0.0262826,0.0107517,0.0123007,0.011235606769925865
9.88,-0.0262499,0.0116638,0.0131124,0.011336003397221942
9.9,-0.0261799,0.0118844,0.0132351,0.011433896817860112
9.92,-0.0260773,0.0118734,0.0131429,0.011515108438216319
9.94,-0.0260773,0.0122,0.013385,0.011599607907729972
9.96,-0.0260773,0.0120374,0.0131693,0.01165275332767856
9.98,-0.0260773,0.0112562,0.0123348,0.011705959934788275
10.0,-0.0260773,0.0108,0.0118106,0.011773956352844207
10.02,-0.0260773,0.0105359,0.0115022,0.011818282080567776
10.04,-0.0260773,0.00937434,0.0103166,0.01184228492977482
10.06,-0.0260373,0.00835574,0.00924303,0.011897309784014268
10.08,-0.0259746,0.00934769,0.0101889,0.011943386911329923
10.1,-0.0259334,0.0094,0.0102161,0.01196847391780208
10.12,-0.0258719,0.0092,0.00998696,0.011997635501908192
10.14,-0.0258471,0.0097453,0.0104889,0.012041004087251568
10.16,-0.0257693,0.0108,0.0115152,0.0120694044028721
10.18,-0.0257325,0.011,0.0116899,0.01209464974576707
10.2,-0.0256214,0.011,0.011668,0.012116626846985022
10.22,-0.0255237,0.0106432,0.0113045,0.012123243995447662
10.24,-0.0254613,0.00955165,0.010189,0.012147204747708645
10.26,-0.0254613,0.0092,0.00981163,0.012172965989712726
10.28,-0.0254613,0.0094,0.00998788,0.01219671395459613
10.3,-0.0254613,0.0094,0.00996896,0.012215629713011846
10.32,-0.0254613,0.0092,0.00976431,0.012220281842551825
10.34,-0.0254613,0.00925257,0.00979519,0.012241972151166491
10.36,-0.0254613,0.0096,0.0101215,0.012263043712043772
10.38,-0.0254613,0.0096,0.0101165,0.012268067943671336
10.4,-0.0254613,0.0096,0.0100978,0.012286750711559736
10.42,-0.0255639,0.00947926,0.00997493,0.012288930453278975
10.44,-0.0255639,0.010356,0.0108321,0.012308545424565123
10.46,-0.0257108,0.0112,0.0116737,0.012310901113625813
10.48,-0.025802,0.0109363,0.0113927,0.012328133959272862
10.5,-0.0259746,0.0103223,0.0107769,0.012330016651315555
10.52,-0.0261174,0.0100438,0.0104815,0.012346869908554584
10.54,-0.0263339,0.00964997,0.0100884,0.012346171202661219
10.56,-0.0265301,0.01,0.0104199,0.012364652516124817
10.58,-0.0267251,0.0098,0.010223,0.012361564425947298
10.6,-0.0268376,0.0096,0.0100195,0.01236506886672437
10.62,-0.0268986,0.00951517,0.00991591,0.012383862687525494
10.64,-0.0268986,0.0094,0.00980073,0.012383862687525494
10.66,-0.0268986,0.00948083,0.00988156,0.012383862687525494
10.68,-0.0268986,0.01,0.0103195,0.01246504590902708
10.7,-0.0268986,0.0100868,0.0100868,0.012784593434169182
10.72,-0.0268986,0.010316,0.010316,0.012784593434169182
10.74,-0.0268986,0.00986762,0.00986762,0.012784593434169182
10.76,-0.0268986,0.0096,0.0096,0.012784593434169182
10.78,-0.0268986,0.00966988,0.00966988,0.012784593434169182
10.8,-0.0268986,0.009881,0.009881,0.012784593434169182
10.82,-0.0268986,0.01,0.01,0.012784593434169182
10.84,-0.0268986,0.0102,0.0102,0.012784593434169182
10.86,-0.0268986,0.0100393,0.0100393,0.012784593434169182
10.88,-0.0268986,0.00967115,0.00967115,0.012784593434169182
10.9,-0.0268986,0.0100857,0.0100857,0.012784593434169182
10.92,-0.0268986,0.0101162,0.0101162,0.012784593434169182
10.94,-0.0268986,0.01,0.01,0.012784593434169182
10.96,-0.0268986,0.010364,0.010364,0.012784593434169182
10.98,-0.0268986,0.0108,0.0108,0.012784593434169182
11.0,-0.0268986,0.0103125,0.0103125,0.012784593434169182
11.02,-0.0270013,0.0105558,0.0105558,0.012784593434169182
11.04,-0.0270013,0.0107474,0.0107474,0.012784593434169182
11.06,-0.0270013,0.0101202,0.0101202,0.012784593434169182
11.08,-0.0270013,0.00986921,0.00986921,0.012784593434169182
11.1,-0.0270013,0.00992025,0.00992025,0.012784593434169182
11.12,-0.0270013,0.00943014,0.00943014,0.012784593434169182
11.14,-0.0270013,0.0096417,0.0096417,0.012784593434169182
11.16,-0.0270013,0.0098,0.0098,0.012784593434169182
11.18,-0.0270013,0.00986682,0.00986682,0.012784593434169182
11.2,-0.0270013,0.01,0.01,0.012784593434169182
11.22,-0.0270013,0.010278,0.010278,0.012784593434169182
11.24,-0.0271039,0.0108,0.0108,0.012784593434169182
11.26,-0.0271488,0.0106,0.0106,0.012784593434169182
11.28,-0.0272066,0.0106,0.0106,0.012784593434169182
11.3,-0.0273093,0.0105156,0.0105156,0.012784593434169182
11.32,-0.0273093,0.0099157,0.0099157,0.012784593434169182
11.34,-0.0273093,0.0096,0.0096,0.012784593434169182
11.36,-0.0273093,0.0101248,0.0101248,0.012784593434169182
11.38,-0.0273093,0.0107271,0.0107271,0.012784593434169182
11.4,-0.0273093,0.0103194,0.0103194,0.012784593434169182
11.42,-0.0273093,0.00991159,0.00991159,0.012784593434169182
11.44,-0.0273093,0.0100977,0.0100977,0.012784593434169182
11.46,-0.0273093,0.0106,0.0106,0.012784593434169182
11.48,-0.0273093,0.0100556,0.0100556,0.012784593434169182
11.5,-0.0273093,0.0096776,0.0096776,0.012784593434169182
11.52,-0.0273093,0.0103636,0.0103636,0.012784593434169182
11.54,-0.0273093,0.0108,0.0108,0.012784593434169182
11.56,-0.0273093,0.0102318,0.0102318,0.012784593434169182
11.58,-0.0273093,0.00966781,0.00966781,0.012784593434169182
11.6,-0.0273093,0.00988725,0.00988725,0.012784593434169182
11.62,-0.0273093,0.0100785,0.0100785,0.012784593434169182
11.64,-0.0273093,0.0100766,0.0100766,0.012784593434169182
11.66,-0.0273093,0.00952152,0.00952152,0.012784593434169182
11.68,-0.0272066,0.00926983,0.00926983,0.012784593434169182
11.7,-0.0272066,0.0101325,0.0101325,0.012784593434169182
11.72,-0.0271635,0.0102322,0.0102322,0.012784593434169182
11.74,-0.0271039,0.0096,0.0096,0.012784593434169182
11.76,-0.0271039,0.0096,0.0096,0.012784593434169182
11.78,-0.0270013,0.0096,0.0096,0.012784593434169182
11.8,-0.0269555,0.0096,0.0096,0.012784593434169182
11.82,-0.0268586,0.00975588,0.00975588,0.012784593434169182
11.84,-0.026772,0.0104466,0.0104466,0.012784593434169182
11.86,-0.0265459,0.0102258,0.0102258,0.012784593434169182
11.88,-0.026352,0.00953518,0.00953518,0.012784593434169182
11.9,-0.0262421,0.00935771,0.00935771,0.012784593434169182
11.92,-0.0260347,0.0098,0.0098,0.012784593434169182
11.94,-0.0258358,0.0096,0.0096,0.012784593434169182
11.96,-0.0257275,0.00996256,0.00996256,0.012784593434169182
11.98,-0.0255639,0.0104746,0.0104746,0.012784593434169182
12.0,-0.0254613,0.010344,0.010344,0.012784593434169182
12.02,-0.0253586,0.0096,0.0096,0.012784593434169182
12.04,-0.0253586,0.00965953,0.00965953,0.012784593434169182
12.06,-0.0253586,0.00995894,0.00995894,0.012784593434169182
12.08,-0.0253586,0.0108738,0.0108738,0.012784593434169182
12.1,-0.0253586,0.0109186,0.0109186,0.012784593434169182
12.12,-0.0253586,0.0100671,0.0100671,0.012784593434169182
12.14,-0.0253586,0.0094,0.0094,0.012784593434169182
12.16,-0.0253586,0.00967978,0.00967978,0.012784593434169182
12.18,-0.0253586,0.0100674,0.0100674,0.012784593434169182
12.2,-0.0253586,0.0102,0.0102,0.012784593434169182
12.22,-0.0253586,0.01,0.01,0.012784593434169182
12.24,-0.0253586,0.00974486,0.00974486,0.012784593434169182
12.26,-0.0253586,0.0098,0.0098,0.012784593434169182
12.28,-0.0253586,0.0096,0.0096,0.012784593434169182
12.3,-0.0253586,0.0096,0.0096,0.012784593434169182
12.32,-0.0253586,0.00968798,0.00968798,0.012784593434169182
12.34,-0.0253586,0.0100199,0.0100199,0.012784593434169182
12.36,-0.0253586,0.0104,0.0104,0.012784593434169182
12.38,-0.0253586,0.0104,0.0104,0.012784593434169182
12.4,-0.0253586,0.00996865,0.00996865,0.012784593434169182
12.42,-0.0253586,0.00947942,0.00947942,0.012784593434169182
12.44,-0.0253586,0.0101828,0.0101828,0.012784593434169182
12.46,-0.0253586,0.0107183,0.0107183,0.012784593434169182
12.48,-0.0253586,0.0104,0.0104,0.012784593434169182
12.5,-0.0253586,0.0101214,0.0101214,0.012784593434169182
12.52,-0.0253586,0.009718,0.009718,0.012784593434169182
12.54,-0.0253586,0.00965255,0.00965255,0.012784593434169182
12.56,-0.0253586,0.0102,0.0102,0.012784593434169182
12.58,-0.0253586,0.0102,0.0102,0.012784593434169182
