path,n,duration_s,v_mean,rmse_pred,rmse_null,rmse_imu
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/112bd787ceca718d/00000015--8c89a7e410/78/sim.csv,2899,57.96,28.4106653328734,17.58965249614221,4.95674966500892,0.9591241495730978
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/d3c87dabe00b1184/0000002a--26e58a650b/3/sim.csv,2901,58.0,9.159867586763184,12.755082503071106,18.15768787010821,1.372666596768413
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000002--997bd890f0/127/sim.csv,2899,57.96,9.12927516626423,9.316798240017855,11.252355332898329,1.4933594436839683
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/a5865b5a25a5f95b/00000010--33840d4f7a/7/sim.csv,2901,58.0,13.03705267038952,3.555495624491071,7.16664000354244,12.821590389036556
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/112bd787ceca718d/0000001d--8a5cbb31ce/11/sim.csv,2901,58.0,15.225254705274045,11.914944001570547,0.3261980835956401,7.49926742455832
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/e353ed44ddfe5e54/000000a0--30ae230164/13/sim.csv,2899,57.96,28.612107726802346,9.024887644869782,0.08785116117325661,0.9328130762793921
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/112bd787ceca718d/0000001d--8a5cbb31ce/13/sim.csv,2900,57.98,12.716640903448276,9.03144114006136,6.505045118151339,7.602090464514049
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/a5865b5a25a5f95b/00000004--89de06880a/55/sim.csv,2899,57.96,0.0,0.0,0.0,0.0
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/112bd787ceca718d/00000044--72f29b9701/24/sim.csv,2898,57.94,6.983771221532091,6.621194059851327,2.9529337599031775,1.9399602912666774
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/08ec7b9afc6b766e/00000000--40c362baa3/10/sim.csv,2900,57.98,24.230642068965516,12.441693898020189,2.7672163374646073,3.218152806272653
